,age,workclass,fnlwgt,education,education_num,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,country,target,biased_pred,adv_pred,lfr_pred,eq_pred,roc_pred,adveq_pred,adv_change,lfr_change,roc_change,eq_change,adveq_change
18690,34,Private,167474,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
28810,34,Private,179641,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
26486,51,Self-emp-inc,195638,Some-college,10,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
17943,36,Federal-gov,192150,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
18909,50,Self-emp-not-inc,221336,Some-college,10,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
3086,44,Private,111275,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,56,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
25292,37,Self-emp-not-inc,149230,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
6784,22,Private,221533,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
30288,40,Private,406811,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,Canada,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
10567,47,Federal-gov,55377,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
6179,58,Private,177368,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
21588,37,Private,215503,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,45,United-States,1,1,1.0,0,1,0.0,1,0.0,-1,-1.0,0,0
17797,51,Private,249339,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
6759,31,Private,48588,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
6371,35,Private,63509,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
14153,36,Private,100681,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,2463,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
24831,24,Private,321666,Assoc-acdm,12,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
21432,39,Federal-gov,206190,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
29685,45,Private,233799,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0,0,0.0,0,0,0.0,1,0.0,0,0.0,0,1
18835,39,Private,224566,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1,1,1.0,1,1,0.0,1,0.0,0,-1.0,0,0
17361,29,Private,157941,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
30017,46,Private,200734,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,Trinadad&Tobago,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
4956,41,Private,374764,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Male,0,0,20,United-States,0,0,0.0,1,0,0.0,0,0.0,1,0.0,0,0
6921,48,Private,118831,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,0,0,40,South,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
19108,41,Local-gov,158688,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,0,1,1.0,0,1,1.0,1,0.0,-1,0.0,0,0
16404,51,,172175,Doctorate,16,Never-married,,Not-in-family,White,Male,0,2824,40,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
6164,31,Private,87054,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
18754,25,Private,204536,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
9676,70,Self-emp-not-inc,155141,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2377,12,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
21468,39,Private,150061,Masters,14,Divorced,Exec-managerial,Unmarried,Black,Female,15020,0,60,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
15064,20,,210781,Some-college,10,Never-married,,Own-child,White,Female,0,0,10,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
21518,61,Private,137733,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,25,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
32180,19,Private,128363,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
2387,37,Private,65390,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
16242,48,Self-emp-not-inc,97883,HS-grad,9,Separated,Other-service,Other-relative,White,Female,0,0,25,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
11936,40,Self-emp-inc,175696,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,51,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
30985,51,Private,194908,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0,0,1.0,1,0,0.0,1,1.0,1,0.0,0,1
18641,59,Private,32552,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
5125,20,Private,216972,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
15020,58,Private,310085,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
30321,24,Private,174043,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
5319,49,Private,155489,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,1,0.0,0,0,0.0,0,-1.0,-1,-1.0,-1,-1
83,59,Private,159937,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
9619,34,Private,173730,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
30889,17,Private,169155,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
7349,48,Private,156926,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
5033,42,Self-emp-inc,123838,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
9957,39,Private,149943,Masters,14,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,40,China,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
26587,67,Private,233022,11th,7,Widowed,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
27701,38,State-gov,108293,Masters,14,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,0,0,0.0,0,1,0.0,0,0.0,0,0.0,1,0
28183,32,Private,299635,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany,0,1,0.0,0,1,0.0,1,-1.0,-1,-1.0,0,0
26423,22,Private,33087,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
4166,18,Private,41794,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
18279,72,Private,183616,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,England,0,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
7750,23,,72953,HS-grad,9,Never-married,,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
4278,59,Private,656036,Bachelors,13,Separated,Adm-clerical,Unmarried,White,Male,0,0,60,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
27728,42,Private,257328,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
28346,45,Self-emp-inc,139268,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,1,0.0,0,1,0.0,1,-1.0,-1,-1.0,0,0
32232,30,Private,215441,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Male,0,0,40,,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
9996,25,Private,419658,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,8,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
6306,33,Private,477106,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
16172,45,Private,175625,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
13549,57,Self-emp-not-inc,315460,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States,0,1,1.0,1,1,0.0,1,0.0,0,-1.0,0,0
22767,44,Private,219155,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,England,1,1,0.0,0,0,0.0,0,-1.0,-1,-1.0,-1,-1
28991,19,Private,100999,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
3791,23,Private,249277,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Male,0,0,75,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
25556,25,State-gov,99076,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,2597,0,50,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
6798,64,,207321,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
20730,22,Private,195075,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
10554,49,Private,298130,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
10913,40,Private,191982,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
22886,28,Private,398918,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
21027,49,Local-gov,358668,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,1,0.0,1,1,0.0,1,-1.0,0,-1.0,0,0
26874,40,Private,126701,9th,5,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
24606,47,Private,267205,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,,1,1,0.0,0,1,0.0,1,-1.0,-1,-1.0,0,0
20735,37,State-gov,76767,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,39,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
8745,51,Federal-gov,45487,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,0,1,0.0,0,1,0.0,1,-1.0,-1,-1.0,0,0
11065,27,Private,114967,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
25662,61,Private,124242,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,India,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
28942,37,Private,289886,Some-college,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,30,Vietnam,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
28976,23,Private,308498,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,15,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
2005,27,Private,262478,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
5926,42,Private,259643,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,4650,0,40,United-States,0,1,1.0,1,1,0.0,1,0.0,0,-1.0,0,0
1824,51,Private,158948,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,United-States,1,1,0.0,0,0,0.0,1,-1.0,-1,-1.0,-1,0
21779,38,Local-gov,286405,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
21791,40,Private,307767,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
24215,58,Federal-gov,319733,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,0,1,0.0,0,1,0.0,1,-1.0,-1,-1.0,0,0
32362,63,Private,226422,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
12334,62,,144583,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
22949,38,Private,70995,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
29890,32,Private,329993,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
19564,43,Local-gov,196308,HS-grad,9,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
28263,19,Private,181020,11th,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
27459,38,Private,185330,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,0,0,25,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
6745,21,Private,182117,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
9587,62,Private,150693,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,42,United-States,0,0,0.0,0,0,0.0,1,0.0,0,0.0,0,1
23269,35,Private,297485,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,1,0,0.0,0,0.0,1,0.0,0,0
26090,17,Self-emp-not-inc,174120,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
25021,17,Private,122041,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
1079,43,State-gov,227910,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
8839,43,Private,188199,9th,5,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
12196,32,Private,151053,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
20482,80,Private,202483,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
5329,45,Local-gov,37306,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,1,0.0,1,1,0.0,1,-1.0,0,-1.0,0,0
22010,33,Private,168030,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,21,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
30169,50,Private,41890,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
9895,38,Private,450924,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,3942,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
27525,45,Private,261278,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,5178,0,40,Philippines,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
17552,23,Private,209034,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,3942,0,40,United-States,0,0,1.0,1,0,0.0,0,1.0,1,0.0,0,0
22827,43,Federal-gov,197069,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Philippines,1,1,1.0,0,1,1.0,1,0.0,-1,0.0,0,0
28281,35,Private,243357,11th,7,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
11816,35,State-gov,248374,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
14561,53,Private,55139,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,10,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
29657,55,Private,184882,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,50,United-States,1,1,0.0,0,1,0.0,1,-1.0,-1,-1.0,0,0
17096,25,,12285,Some-college,10,Never-married,,Not-in-family,Amer-Indian-Eskimo,Female,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
28805,63,Self-emp-inc,38472,Some-college,10,Widowed,Sales,Not-in-family,White,Female,14084,0,60,United-States,1,1,1.0,1,1,1.0,0,0.0,0,0.0,0,-1
28001,46,Private,90042,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
12433,41,Private,203761,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,1,1.0,1,1,0.0,1,0.0,0,-1.0,0,0
16486,51,Private,282744,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Canada,0,1,1.0,0,1,0.0,0,0.0,-1,-1.0,0,-1
19495,81,Self-emp-inc,247232,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,2936,0,28,United-States,0,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
19966,19,Private,174478,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
31674,51,Private,289436,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1,1,1.0,1,1,0.0,1,0.0,0,-1.0,0,0
1431,59,Private,296253,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
24521,59,Private,515712,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
429,47,Local-gov,287480,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,1,0.0,1,1,0.0,1,-1.0,0,-1.0,0,0
10707,34,Self-emp-not-inc,426431,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
12838,17,Private,126771,12th,8,Never-married,Prof-specialty,Own-child,White,Male,0,0,7,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
30921,50,Private,175029,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
24635,34,Private,176648,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,42,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
29963,34,Private,199864,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2057,40,United-States,0,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
8352,17,Private,114420,11th,7,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
20109,44,Private,67065,Assoc-voc,11,Never-married,Priv-house-serv,Not-in-family,White,Male,594,0,25,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
10506,47,Private,34845,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0,1,0.0,0,0,0.0,1,-1.0,-1,-1.0,-1,0
1688,53,Private,117496,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,0,36,Canada,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
14781,48,Private,140782,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,38,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
29050,19,Private,292511,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
17597,47,Private,362835,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1,1,0.0,1,1,0.0,1,-1.0,0,-1.0,0,0
4028,26,Private,195216,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,12,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
11021,52,Private,96359,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
28459,29,Private,152461,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,14344,0,50,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
24078,28,Private,76313,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
10954,68,Local-gov,177596,10th,6,Separated,Other-service,Not-in-family,Black,Female,0,0,90,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
11080,49,Private,148549,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
5670,30,Private,381645,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
24182,26,Private,104045,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
3206,45,Local-gov,160472,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
4193,21,Private,370990,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
9126,68,Private,193666,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,55,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
28124,33,Self-emp-not-inc,182926,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
19705,41,Self-emp-not-inc,32533,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
21987,48,Private,395368,Some-college,10,Divorced,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
1075,19,Self-emp-not-inc,36012,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
21313,30,Private,54608,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
32108,20,Private,86143,Some-college,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
20474,40,,253370,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,35,United-States,1,0,0.0,1,0,0.0,0,0.0,1,0.0,0,0
32050,49,Private,66385,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,5013,0,40,United-States,0,1,0.0,0,1,0.0,1,-1.0,-1,-1.0,0,0
18873,27,Private,244402,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
24963,20,Private,230113,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
27993,59,,220783,10th,6,Widowed,,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,1,0.0,0,0.0,0,1
