,age,workclass,fnlwgt,education,education_num,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,country,target,biased_pred,adv_pred,lfr_pred,eq_pred,adv_change,lfr_change,eq_change,nch
23793,29,,339100,11th,7,Divorced,,Not-in-family,White,Female,3418,0,48,United-States,0,0,0.0,0,0,0.0,0,0,0.0
19,43,Self-emp-not-inc,292175,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,1,0,0.0,1,0,0.0,1,0,1.0
27647,35,Private,140915,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,1590,40,South,0,0,0.0,0,0,0.0,0,0,0.0
29737,62,,144116,10th,6,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
17932,71,Private,137499,HS-grad,9,Widowed,Sales,Other-relative,White,Female,0,0,16,United-States,0,0,0.0,0,0,0.0,0,0,0.0
7578,40,Private,179735,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0,0.0
27434,52,Private,155983,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,1,1.0,1,1,0.0,0,0,0.0
30447,66,State-gov,102640,HS-grad,9,Widowed,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0,0.0
11571,17,Private,250541,10th,6,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0,0.0
29560,42,Federal-gov,34218,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,1,1,1.0,1,1,0.0,0,0,0.0
27129,24,Private,239663,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,15,United-States,0,0,0.0,0,0,0.0,0,0,0.0
2503,52,Private,163027,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0,0.0
2713,39,Private,185520,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,8614,0,40,United-States,1,1,1.0,0,1,0.0,-1,0,1.0
16029,26,State-gov,287420,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,0,0,0.0,0,0,0.0,0,0,0.0
20756,50,Private,234373,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1485,40,United-States,0,1,1.0,1,1,0.0,0,0,0.0
15474,25,Private,333677,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,36,United-States,0,0,0.0,0,0,0.0,0,0,0.0
6331,39,Private,207185,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,Puerto-Rico,1,0,1.0,1,1,1.0,1,1,3.0
25631,60,Private,205934,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,25,United-States,0,0,0.0,0,0,0.0,0,0,0.0
29403,31,Private,112627,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
13978,29,Federal-gov,124953,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,42,United-States,1,0,0.0,0,0,0.0,0,0,0.0
10373,27,Self-emp-not-inc,115705,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0,0.0
25790,37,Private,259089,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
15084,40,Private,242619,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4650,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
25301,26,Private,50053,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,0,0,0.0,1,0,0.0,1,0,1.0
4035,34,Self-emp-not-inc,320194,Prof-school,15,Separated,Prof-specialty,Unmarried,White,Male,0,0,48,United-States,1,0,0.0,1,0,0.0,1,0,1.0
6797,49,Private,235683,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,1,0,1.0,1,1,1.0,1,1,3.0
20783,17,Private,31007,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0,0.0
16436,47,Private,168262,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
20896,41,Private,192107,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,1,0.0,0,0,-1.0,-1,-1,3.0
23203,35,Private,142616,HS-grad,9,Separated,Other-service,Own-child,Black,Female,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0,0.0
15885,47,Private,158924,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,0,1,1.0,1,1,0.0,0,0,0.0
17789,42,Self-emp-not-inc,201908,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,1,1,1.0,1,1,0.0,0,0,0.0
26014,58,Private,284834,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
13744,25,,104614,11th,7,Never-married,,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
27551,20,Private,515797,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
11321,75,Self-emp-not-inc,205860,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1735,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
17564,44,Private,205051,10th,6,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
9992,44,Private,195545,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
8860,56,Private,95763,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0,0.0
8326,20,Private,33644,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0,0.0
7007,22,Private,227994,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,39,United-States,0,0,0.0,0,0,0.0,0,0,0.0
5632,45,,189564,Masters,14,Married-civ-spouse,,Wife,White,Female,0,0,1,United-States,0,0,1.0,1,1,1.0,1,1,3.0
24207,39,Private,278557,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,48,United-States,0,1,0.0,0,0,-1.0,-1,-1,3.0
21943,17,Private,295991,10th,6,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0,0.0
29041,32,Private,248754,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
17098,49,,189885,HS-grad,9,Widowed,,Not-in-family,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
19803,26,Private,292692,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,0,0,0.0,0,0,0.0,0,0,0.0
13260,33,Self-emp-not-inc,334744,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,0,0.0,0,0,0.0,0,0,0.0
794,60,Private,31577,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,1,0,0.0,0,0,0.0,0,0,0.0
15844,59,Self-emp-not-inc,223131,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,0,0,0.0,0,0,0.0,0,0,0.0
8159,27,Local-gov,74056,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0,0.0
6582,35,Self-emp-not-inc,120066,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,0,0,0.0,0,0,0.0,0,0,0.0
1967,28,Private,291374,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
1827,37,Local-gov,118909,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0,0.0
13263,66,Private,33619,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,4,United-States,0,0,0.0,0,0,0.0,0,0,0.0
7984,40,Private,209547,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States,1,1,1.0,1,1,0.0,0,0,0.0
2276,47,Private,275361,Assoc-acdm,12,Widowed,Other-service,Own-child,White,Female,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0,0.0
27693,17,Private,244523,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0,0.0
5791,35,Private,212465,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
10314,39,Private,211154,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,0,1,0.0,1,1,-1.0,0,0,1.0
22521,50,Private,145409,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,1,0,0.0,0,0,0.0,0,0,0.0
9974,46,Local-gov,111558,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
15437,34,Private,82938,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0,0.0
25905,28,Private,51672,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0,0.0
13624,23,Local-gov,203353,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0,0.0
17715,37,Private,549174,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,0,0.0,0,0,0.0,0,0,0.0
17785,42,Private,403187,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
29416,52,Private,145879,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,0,1,0.0,0,0,-1.0,-1,-1,3.0
17844,46,Private,186078,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0,0.0
31135,41,Private,36699,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,4650,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
11623,71,Private,228806,9th,5,Divorced,Priv-house-serv,Not-in-family,Black,Female,0,0,6,United-States,0,0,0.0,0,0,0.0,0,0,0.0
12286,35,Private,125933,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,1,0.0,0,0,-1.0,-1,-1,3.0
24372,55,Private,164332,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,16,United-States,0,0,0.0,0,0,0.0,0,0,0.0
5197,63,Private,275034,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1740,35,United-States,0,1,1.0,1,1,0.0,0,0,0.0
15182,20,Private,157541,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
8655,33,Private,172304,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
28539,27,Private,279960,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
15413,44,State-gov,55395,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
5956,51,Private,115851,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
1266,38,Private,189623,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,1,1,1.0,1,1,0.0,0,0,0.0
12456,31,Private,38223,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0,0.0
31817,49,Private,402462,Bachelors,13,Married-spouse-absent,Transport-moving,Unmarried,White,Male,0,0,30,Columbia,0,0,0.0,0,0,0.0,0,0,0.0
28334,56,Private,200316,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0,0.0
23048,18,Private,298860,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0,0.0
2295,21,Private,212619,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
5581,44,Private,169397,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
12841,52,Private,159670,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,1,1.0,1,1,0.0,0,0,0.0
23969,29,Private,91547,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
1114,34,Private,290763,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
16017,41,Private,207578,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,India,1,0,0.0,0,0,0.0,0,0,0.0
14616,18,Private,177648,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,0,0,0.0,0,0,0.0,0,0,0.0
13910,73,Self-emp-inc,80986,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0,0.0
19061,19,Private,125938,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,40,El-Salvador,0,0,0.0,0,0,0.0,0,0,0.0
29120,38,Local-gov,256864,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,1,0.0,0,1,-1.0,-1,0,2.0
31063,57,Self-emp-not-inc,175942,Some-college,10,Widowed,Exec-managerial,Other-relative,White,Male,0,0,25,United-States,0,0,0.0,0,0,0.0,0,0,0.0
6389,18,Private,32244,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,594,0,30,United-States,0,0,0.0,0,0,0.0,0,0,0.0
26421,21,,72953,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
19368,50,Self-emp-not-inc,163948,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
20086,38,Private,273640,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
24424,29,Private,100764,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,0,0.0,1,0,0.0,1,0,1.0
6703,35,Local-gov,33975,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,1,0.0,1,1,-1.0,0,0,1.0
17323,39,Federal-gov,290321,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0,1,0.0,0,0,-1.0,-1,-1,3.0
14426,67,Private,274451,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,0,0,0.0,0,0,0.0,0,0,0.0
13940,28,Local-gov,56340,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
29367,33,Federal-gov,78307,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,1,0.0,1,1,-1.0,0,0,1.0
23160,40,Private,291808,HS-grad,9,Divorced,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
14155,63,Private,237379,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
7833,23,Private,189203,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
18057,23,Private,212888,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
12022,37,Private,220237,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,United-States,1,1,1.0,1,1,0.0,0,0,0.0
11897,47,Private,191277,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,1,0.0,0,0,-1.0,-1,-1,3.0
9853,22,Private,213902,5th-6th,3,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,40,El-Salvador,0,0,0.0,0,0,0.0,0,0,0.0
1847,21,Private,538319,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,Puerto-Rico,0,0,0.0,0,0,0.0,0,0,0.0
28687,58,Self-emp-not-inc,105592,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
12704,41,Federal-gov,214838,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1,1,1.0,1,1,0.0,0,0,0.0
25227,23,Private,240049,Preschool,1,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Laos,0,0,0.0,0,0,0.0,0,0,0.0
8030,34,Private,176469,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,0,0,0.0,0,0,0.0,0,0,0.0
19045,81,State-gov,132204,1st-4th,2,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0,0.0
21003,33,Private,132601,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0,0.0
5251,36,Local-gov,196529,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1,1,1.0,1,1,0.0,0,0,0.0
12502,38,Federal-gov,303817,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
19807,48,Private,108557,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,99999,0,40,United-States,1,1,1.0,1,1,0.0,0,0,0.0
28937,46,Private,268022,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,,1,1,1.0,1,1,0.0,0,0,0.0
14015,49,Self-emp-inc,119565,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,0,0.0,1,0,0.0,1,0,1.0
14341,40,Private,145649,HS-grad,9,Separated,Sales,Unmarried,Black,Female,0,0,25,United-States,0,0,0.0,0,0,0.0,0,0,0.0
528,38,Self-emp-not-inc,190387,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0,0.0
25120,39,Private,49020,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3103,0,48,United-States,1,1,1.0,1,1,0.0,0,0,0.0
4297,34,Local-gov,240252,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,1,1.0,1,1,0.0,0,0,0.0
29895,40,Private,236021,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0,0.0
20249,80,Private,252466,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States,0,0,0.0,0,0,0.0,0,0,0.0
4906,45,Private,154430,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,10520,0,50,United-States,1,1,1.0,1,1,0.0,0,0,0.0
9112,25,Private,61956,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0,0.0
17454,51,Private,139347,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,1,1,1.0,1,1,0.0,0,0,0.0
26953,49,Private,34377,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
31825,49,Private,133669,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
1824,51,Private,158948,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,United-States,1,0,0.0,0,0,0.0,0,0,0.0
9460,49,State-gov,354529,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
83,59,Private,159937,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,0,0,0.0,0,0,0.0,0,0,0.0
10339,36,Private,135289,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1,1,0.0,0,0,-1.0,-1,-1,3.0
28171,51,Private,103529,11th,7,Divorced,Other-service,Unmarried,Black,Female,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0,0.0
20716,52,Private,155433,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,,0,0,0.0,0,0,0.0,0,0,0.0
23369,28,Private,249870,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0,0.0
26832,51,Private,205884,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,1,1,1.0,1,1,0.0,0,0,0.0
27040,42,Private,29393,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
18791,28,Local-gov,202558,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
7281,53,Private,30290,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
19167,45,Federal-gov,106910,HS-grad,9,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
9178,31,,317761,Bachelors,13,Never-married,,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
924,64,,29825,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,5,United-States,0,0,0.0,0,0,0.0,0,0,0.0
18779,50,Private,187830,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,1,0,0.0,0,0,0.0,0,0,0.0
25423,31,Private,173279,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
21071,26,Local-gov,265230,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
22381,48,Private,238726,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
32238,47,Private,294913,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,1,1,1.0,1,1,0.0,0,0,0.0
4785,25,Private,228608,Some-college,10,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,40,Cambodia,0,0,0.0,0,0,0.0,0,0,0.0
14710,23,Self-emp-not-inc,184370,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
31332,29,Private,123677,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,Laos,0,0,0.0,0,0,0.0,0,0,0.0
31478,22,Private,200374,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0,0.0
20406,23,Private,199336,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0,0.0
7563,45,Private,168837,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
4128,23,Private,202344,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
4947,49,Private,164799,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
25284,47,Private,139268,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0,1,0.0,0,0,-1.0,-1,-1,3.0
30795,34,Private,111985,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0,0.0
23058,43,Private,320277,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,1,1.0,1,1,0.0,0,0,0.0
23608,23,Private,294701,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
15267,35,Private,207676,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
30113,33,Private,391114,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
16748,36,,139770,Some-college,10,Divorced,,Own-child,White,Female,0,0,32,United-States,0,0,0.0,0,0,0.0,0,0,0.0
19774,23,Local-gov,210781,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,0,0,0.0,0,0,0.0,0,0,0.0
1918,25,Local-gov,125863,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0,0.0
13330,64,Private,221343,1st-4th,2,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,12,United-States,0,0,0.0,0,0,0.0,0,0,0.0
25236,45,Private,168598,12th,8,Married-civ-spouse,Adm-clerical,Wife,Black,Female,3103,0,40,United-States,1,0,1.0,1,1,1.0,1,1,3.0
8066,61,Self-emp-not-inc,133969,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,63,South,0,0,1.0,0,0,1.0,0,0,1.0
21846,23,Private,359759,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,0,0,0.0,0,0,0.0,0,0,0.0
19274,45,Local-gov,144940,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,0,0,0.0,1,0,0.0,1,0,1.0
