index,age,workclass,education,education_num,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,country,target,adv_label,eq_odds_label,lfr_label,adv_pre_label,eq_pre_label,lfr_pre_label,adv_change,eq_change,lfr_change,all_methods_agree
9798,49,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
5534,39,Private,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,75,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
26270,41,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,4650,0,55,United-States,<=50K,1,1,1,1,1,1,0,0,0,1
15494,58,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,1,1,1,1,1,1,0,0,0,1
24616,41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,56,United-States,>50K,1,1,1,1,1,1,0,0,0,1
13965,52,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
24085,26,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,2463,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
24151,29,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
5544,33,Local-gov,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,White,Male,0,0,56,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
8918,34,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,1,0,0,0,0,0,1,0,0,0
1948,29,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,Nicaragua,<=50K,0,0,1,0,0,0,0,0,1,0
13842,41,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
7718,50,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,0,1,0,1,1,1,-1,0,-1,0
1356,40,Private,10th,6,Never-married,Craft-repair,Other-relative,Black,Male,0,0,55,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
26150,64,Federal-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China,>50K,1,0,1,1,1,1,0,-1,0,0
2108,58,Local-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6828,33,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
12729,25,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6609,45,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,1,1,1,1,1,1,0,0,0,1
25565,34,State-gov,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,38,Philippines,<=50K,0,0,0,0,0,0,0,0,0,1
26794,58,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,55,United-States,>50K,0,0,0,0,0,0,0,0,0,1
18737,22,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
24349,45,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Female,0,0,55,United-States,<=50K,0,1,0,0,0,0,0,1,0,0
17478,28,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
22045,24,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,48,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
29258,36,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
3155,33,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,45,United-States,>50K,0,1,0,1,1,1,-1,0,-1,0
9492,38,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,70,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
10331,37,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States,>50K,1,0,1,0,0,0,1,0,1,0
18158,26,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
2687,55,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States,>50K,1,1,1,1,1,1,0,0,0,1
29014,27,State-gov,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,2174,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
21096,20,,Some-college,10,Never-married,,Own-child,Black,Male,0,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
7217,31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,1,0,0,1,1,1,0,-1,-1,0
17547,52,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,14,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6128,23,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
509,39,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
19696,30,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
24549,48,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K,0,0,0,1,1,1,-1,-1,-1,1
6891,34,Self-emp-not-inc,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
32361,55,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K,0,1,1,0,0,0,0,1,1,0
31329,28,Local-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,1,1,0,0,0,0,1,1,0
28066,46,Private,Assoc-voc,11,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
31726,42,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States,<=50K,1,1,1,1,1,1,0,0,0,1
570,24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
18933,32,Private,Some-college,10,Married-spouse-absent,Transport-moving,Not-in-family,White,Female,0,0,37,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
29235,45,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
16319,22,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
8090,34,Private,HS-grad,9,Divorced,Transport-moving,Own-child,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
13191,43,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K,0,1,0,0,0,0,0,1,0,0
25788,18,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
16651,54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
11807,40,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,1,1,1,1,1,1,0,0,0,1
30424,34,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
12894,26,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
14582,35,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,50,,<=50K,0,0,0,0,0,0,0,0,0,1
17759,37,Local-gov,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,42,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
601,19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,28,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
21891,40,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
12842,24,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
9631,38,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2042,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
7250,49,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
13302,27,,5th-6th,3,Married-civ-spouse,,Wife,White,Female,0,0,40,Mexico,<=50K,0,0,0,0,0,0,0,0,0,1
18261,34,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
8853,68,,HS-grad,9,Widowed,,Not-in-family,White,Female,0,0,12,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
29138,31,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,0,0,1,1,1,1,-1,-1,0,0
27861,55,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,1,1,1,1,1,1,0,0,0,1
28991,19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
2532,18,Local-gov,12th,8,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
30416,34,Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
5255,35,,HS-grad,9,Divorced,,Unmarried,White,Female,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6976,25,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,45,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
15234,23,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
12838,17,Private,12th,8,Never-married,Prof-specialty,Own-child,White,Male,0,0,7,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6471,39,Local-gov,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Male,0,0,42,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
20262,44,Private,Assoc-voc,11,Separated,Craft-repair,Other-relative,White,Male,0,0,48,United-States,>50K,0,0,0,0,0,0,0,0,0,1
2020,24,Local-gov,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,0,1,1,0,0,0,0,1,1,0
13110,22,,Some-college,10,Never-married,,Own-child,White,Female,0,0,29,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
18321,51,Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,>50K,0,0,0,0,0,0,0,0,0,1
9900,43,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,0,0,0,1,1,1,-1,-1,-1,1
14199,55,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
23581,37,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,1,0,0,0,0,0,1,0,0
18788,55,Self-emp-not-inc,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
30247,34,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
18217,32,,Bachelors,13,Divorced,,Unmarried,White,Female,0,0,32,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
15718,62,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
3365,51,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,1,1,1,1,1,0,0,0,1
4391,30,Private,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,<=50K,0,0,0,0,0,0,0,0,0,1
5936,52,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,14084,0,16,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
15930,65,Private,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
1630,39,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,2407,0,70,Mexico,<=50K,0,0,0,0,0,0,0,0,0,1
29711,34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K,1,1,1,1,1,1,0,0,0,1
3257,31,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,1669,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
5223,61,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
17325,28,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,7,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
8720,25,Private,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
9725,51,State-gov,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6764,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,>50K,0,0,0,0,0,0,0,0,0,1
1790,30,Federal-gov,9th,5,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
28419,57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,0,0,0,0,0,0,0,0,0,1
25149,33,Private,7th-8th,4,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Mexico,>50K,0,0,0,0,0,0,0,0,0,1
28987,57,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,<=50K,1,1,1,1,1,1,0,0,0,1
3581,31,Private,Some-college,10,Married-spouse-absent,Transport-moving,Unmarried,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
2213,60,,5th-6th,3,Married-civ-spouse,,Husband,White,Male,0,0,30,United-States,>50K,0,0,0,0,0,0,0,0,0,1
26251,26,Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Female,0,0,36,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
20458,64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,10,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
9401,36,State-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
17813,31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,5178,0,35,United-States,>50K,1,1,0,0,0,0,1,1,0,0
20651,56,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,United-States,>50K,0,0,0,1,1,1,-1,-1,-1,1
22829,61,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1,1,1,1,1,1,0,0,0,1
23043,26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
9954,32,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,0,0,0,0,0,0,0,0,0,1
6049,44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
4994,39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,1,1,1,1,1,1,0,0,0,1
23248,67,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K,0,0,1,0,0,0,0,0,1,0
25806,49,,7th-8th,4,Married-civ-spouse,,Husband,White,Male,0,0,99,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
15361,27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
21964,37,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
13381,33,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,1,0,0,0,0,0,1,0,0
28488,30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
17350,30,Local-gov,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
28188,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
3087,46,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,25,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
9004,41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
14175,46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
28958,36,Private,Bachelors,13,Separated,Other-service,Unmarried,Black,Female,0,0,35,United-States,<=50K,1,0,0,0,0,0,1,0,0,0
19319,38,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,594,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
11199,38,State-gov,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6433,27,Private,Preschool,1,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,41310,0,24,Mexico,<=50K,0,0,0,0,0,0,0,0,0,1
17000,42,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K,1,1,1,1,1,1,0,0,0,1
24601,57,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,0,0,0,1,1,1,-1,-1,-1,1
19502,32,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,24,United-States,>50K,1,1,1,0,0,0,1,1,1,1
30817,36,State-gov,Bachelors,13,Never-married,Protective-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,1,0,0,0,0,0,1,0,0
20128,44,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,68,United-States,<=50K,0,0,0,1,1,1,-1,-1,-1,1
7199,48,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,>50K,0,0,0,0,0,0,0,0,0,1
17962,53,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
15012,70,,5th-6th,3,Married-civ-spouse,,Husband,White,Male,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6346,21,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
23931,36,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Japan,<=50K,0,0,0,1,1,1,-1,-1,-1,1
27840,35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
13616,37,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,0,0,0,0,0,0,0,0,0,1
1492,45,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
23639,56,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,United-States,<=50K,1,1,1,0,0,0,1,1,1,1
19917,31,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
3722,43,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,48,United-States,>50K,0,0,0,0,0,0,0,0,0,1
11828,23,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
20856,23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
1381,23,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
1416,32,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,52,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
22070,41,Local-gov,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
30263,56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
7834,41,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,13550,0,44,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
19470,43,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
14797,45,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
13730,45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,>50K,0,0,0,0,0,0,0,0,0,1
15868,26,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
27873,42,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2885,0,45,United-States,<=50K,0,0,0,1,1,1,-1,-1,-1,1
13224,46,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,1,0,1,0,0,0,1,0,1,0
10219,54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,15024,0,60,South,>50K,1,1,1,1,1,1,0,0,0,1
1761,65,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
13279,48,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
31592,59,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Iran,<=50K,1,0,1,0,0,0,1,0,1,0
13947,45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K,1,1,1,1,1,1,0,0,0,1
1447,44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,66,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
8995,20,Private,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,25,Mexico,<=50K,0,0,0,0,0,0,0,0,0,1
10233,33,Private,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,26,South,<=50K,0,0,0,0,0,0,0,0,0,1
19263,56,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,50,Haiti,<=50K,1,1,1,0,0,0,1,1,1,1
23991,62,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
18481,44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,0,0,0,0,0,0,0,0,0,1
7365,28,Self-emp-not-inc,11th,7,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
11180,52,Private,HS-grad,9,Separated,Priv-house-serv,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
20007,20,,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
25986,44,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,99,United-States,<=50K,1,1,0,1,1,1,0,0,-1,0
2324,63,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1,1,1,1,1,1,0,0,0,1
16811,46,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,1,1,1,1,1,1,0,0,0,1
10632,41,State-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,1,0,0,0,0,0,1,0
15327,25,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
21534,18,Private,12th,8,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6998,18,Private,11th,7,Never-married,Other-service,Own-child,White,Male,1055,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
32530,35,,Bachelors,13,Married-civ-spouse,,Wife,White,Female,0,0,55,United-States,>50K,1,1,1,0,0,0,1,1,1,1
